time,agitator_speed,coolant_flow,residence_time,feed_temp,quality_index
1/12/2023 11:00,369.3028677,113.0391285,40.41831117,50.35576625,50.15175404
1/12/2023 12:00,383.7853067,84.02549914,47.41402803,67.52457529,63.19243136
1/12/2023 13:00,250.448204,89.59496451,34.17590104,48.71513517,46.32921314
1/12/2023 14:00,351.0083857,85.67887959,43.32131248,54.09964804,58.7371284
1/12/2023 15:00,292.1078995,93.91765646,48.78702964,66.70423412,56.4242295
1/12/2023 16:00,368.3997106,98.01403916,44.66693495,61.23164051,54.20222317
1/12/2023 17:00,345.6981354,109.9530535,42.05336402,41.86609678,46.95342216
1/12/2023 18:00,355.2894893,106.0459034,59.81545167,44.41909133,52.18272486
1/12/2023 19:00,331.2323675,104.8371427,56.40944286,40.23524772,48.37984176
1/12/2023 20:00,235.4857539,94.09499786,48.70217874,58.92765371,52.34749305
1/12/2023 21:00,309.0053838,113.6579021,47.08132084,53.43020276,51.47481618
1/12/2023 22:00,396.9339479,98.8514867,48.61981439,44.02824553,52.28690987
1/12/2023 23:00,387.4776133,119.1641975,36.03936323,68.73802363,48.21407325
1/13/2023 0:00,208.6347472,105.3656855,41.8541323,55.88979172,44.79304046
1/13/2023 1:00,232.9629631,85.05058966,31.18378599,47.25679882,50.14583463
1/13/2023 2:00,226.3457547,107.0471025,44.26638112,55.01810713,44.17168378
1/13/2023 3:00,345.195982,93.00416062,46.29073752,60.38860998,58.97186799
1/13/2023 4:00,363.557066,107.4530879,36.83249208,42.28717654,45.40539986
1/13/2023 5:00,242.7022733,82.78564593,58.92086541,48.24111445,54.22556656
1/13/2023 6:00,301.1705386,86.99525749,57.28363833,64.20896473,56.31838482
1/13/2023 7:00,368.1406056,114.2294904,51.66429706,53.78994611,53.50135791
1/13/2023 8:00,346.560309,89.08718228,46.00159886,56.39731426,60.46651421
1/13/2023 9:00,308.4474411,113.481645,56.09907479,52.98448007,46.05136887
1/13/2023 10:00,318.0695381,91.17104354,33.91957031,41.31699828,49.10840626
1/13/2023 11:00,301.6721094,105.7152764,53.71529383,44.97249339,49.45422638
